|Nobsts|,|Tc|,|Tp|,|Ns|,|Nssol|,|Nkn|,|Acc|,|MaxIt|,|FS_MaxIt|,|LS_MaxIt|,|Deps|,|Seps|,|Drho|,|LS_mdist|,|LS_topt|,|Dopt|,|MOB|,|PEN|,|NSE|,|FIR|,|LAS|,|LMA|,|MAX|,|MIN|,|AVG|,|RMP|,|RMG|,|TOT|
7,0.6,2.4,10,10,5,0.001,15,40,26,5.0,0.1,15.0,0.5,1.0,10.0,7.0,2.32462049833e-12,29.0,3.01999998093,1.09799981117,0.0,1.15400004387,0.144999980927,0.533999999364,2.16375008225,2.16375008225,16.1021796247
7,0.6,2.4,10,20,5,0.001,15,40,26,5.0,0.1,15.0,0.5,1.0,10.0,7.0,0.00262582390073,29.0,3.07500004768,1.10599994659,0.0,1.15199995041,0.146999835968,0.538518517106,2.15999990702,2.15999990702,16.1021796247
7,0.6,2.4,10,30,5,0.001,15,40,26,5.0,0.1,15.0,0.5,1.0,10.0,7.0,0.00281381400911,29.0,3.03699994087,1.10899996758,0.0,1.14900016785,0.148000001907,0.537518510112,2.15437531471,2.15437531471,16.1021796247
7,0.6,2.4,10,40,5,0.001,15,40,26,5.0,0.1,15.0,0.5,1.0,10.0,7.0,0.00297553614261,29.0,3.0490000248,1.03999996185,0.0,1.14399981499,0.139999866486,0.52644444395,2.1449996531,2.1449996531,16.1021796247
7,0.6,2.4,10,50,5,0.001,15,40,26,5.0,0.1,15.0,0.5,1.0,10.0,7.0,0.00301425189993,29.0,3.02199983597,1.11899995804,0.0,1.17100000381,0.146999835968,0.534185188788,2.19562500715,2.19562500715,16.1021796247
7,0.6,2.4,10,60,5,0.001,15,40,26,5.0,0.1,15.0,0.5,1.0,10.0,7.0,0.00302050429513,29.0,3.0110001564,1.10599994659,0.0,1.14899992943,0.148000001907,0.534999997528,2.15437486768,2.15437486768,16.1021796247
7,0.6,2.4,10,70,5,0.001,15,40,26,5.0,0.1,15.0,0.5,1.0,10.0,7.0,0.00306071938216,29.0,3.06399989128,1.10299992561,0.0,1.15500020981,0.146999835968,0.53325926816,2.16562539339,2.16562539339,16.1021796247
7,0.6,2.4,10,80,5,0.001,15,40,26,5.0,0.1,15.0,0.5,1.0,10.0,7.0,0.00308957217614,29.0,3.02900004387,1.12099981308,0.0,1.15799999237,0.148000001907,0.536740735725,2.17124998569,2.17124998569,16.1021796247
7,0.6,2.4,10,90,5,0.001,15,40,26,5.0,0.1,15.0,0.5,1.0,10.0,7.0,0.00309352363865,29.0,3.04699993134,1.11899995804,0.0,1.12299990654,0.144000053406,0.523333337572,2.10562482476,2.10562482476,16.1021796247
7,0.6,2.4,10,100,5,0.001,15,40,26,5.0,0.1,15.0,0.5,1.0,10.0,7.0,0.00308645373587,29.0,3.03699994087,1.20200014114,1.0,1.1779999733,0.144000053406,0.537592596478,2.20874994993,2.25375026464,16.1021796247
7,0.6,2.4,10,110,5,0.001,15,40,26,5.0,0.1,15.0,0.5,1.0,10.0,7.0,0.00311478320624,29.0,3.27600002289,1.17899990082,1.0,1.16600012779,0.145999908447,0.549925927763,2.18625023961,2.21062481403,16.1021796247
7,0.6,2.4,10,120,5,0.001,15,40,26,5.0,0.1,15.0,0.5,1.0,10.0,7.0,0.00311050831014,29.0,3.20300006866,1.07399988174,0.0,1.21700000763,0.143000125885,0.528740741588,2.28187501431,2.28187501431,16.1021796247
7,0.6,2.4,10,130,5,0.001,15,40,26,5.0,0.1,15.0,0.5,1.0,10.0,7.0,0.00311593190338,29.0,2.87800002098,1.13700008392,1.0,1.08700013161,0.138999938965,0.517296296579,2.03812524676,2.13187515736,16.1021796247
7,0.6,2.4,10,140,5,0.001,15,40,26,5.0,0.1,15.0,0.5,1.0,10.0,7.0,0.00312409634206,29.0,3.02900004387,1.11400008202,0.0,1.12399983406,0.138999938965,0.518592587224,2.10749968886,2.10749968886,16.1021796247
7,0.6,2.4,10,150,5,0.001,15,40,26,5.0,0.1,15.0,0.5,1.0,10.0,7.0,0.00312329676483,29.0,3.06299996376,1.13300013542,0.0,1.16799998283,0.148999929428,0.53707407139,2.18999996781,2.18999996781,16.1021796247
7,0.6,2.4,10,160,5,0.001,15,40,26,5.0,0.1,15.0,0.5,1.0,10.0,7.0,0.00312283971791,29.0,3.05399990082,1.11000013351,0.0,1.16499996185,0.148000001907,0.535481479433,2.18437492847,2.18437492847,16.1021796247
7,0.6,2.4,10,170,5,0.001,15,40,26,5.0,0.1,15.0,0.5,1.0,10.0,7.0,0.0031266679989,29.0,3.00899982452,1.06399989128,0.0,1.15000009537,0.138999938965,0.518777776647,2.15625017881,2.15625017881,16.1021796247
7,0.6,2.4,10,180,5,0.001,15,40,26,5.0,0.1,15.0,0.5,1.0,10.0,7.0,0.00312983317469,29.0,2.99899983406,1.1099998951,0.0,1.15400004387,0.146999835968,0.530370367898,2.16375008225,2.16375008225,16.1021796247
7,0.6,2.4,10,190,5,0.001,15,40,26,5.0,0.1,15.0,0.5,1.0,10.0,7.0,0.0031302530254,29.0,3.01499986649,1.10800004005,0.0,1.15100002289,0.148000001907,0.53285184613,2.15812504292,2.15812504292,16.1021796247
7,0.6,2.4,10,200,5,0.001,15,40,26,5.0,0.1,15.0,0.5,1.0,10.0,7.0,0.00313257958931,29.0,3.04200005531,1.11599993706,0.0,1.16599988937,0.149999856949,0.536296297003,2.18624979258,2.18624979258,16.1021796247
7,0.6,2.4,10,210,5,0.001,15,40,26,5.0,0.1,15.0,0.5,1.0,10.0,7.0,0.00313411372644,29.0,3.03400015831,1.1099998951,0.0,1.16600012779,0.148000001907,0.536629623837,2.18625023961,2.18625023961,16.1021796247
7,0.6,2.4,10,220,5,0.001,15,40,26,5.0,0.1,15.0,0.5,1.0,10.0,7.0,0.00313325060569,29.0,3.03999996185,1.1130001545,0.0,1.15199995041,0.147000074387,0.533518517459,2.15999990702,2.15999990702,16.1021796247
7,0.6,2.4,10,230,5,0.001,15,40,26,5.0,0.1,15.0,0.5,1.0,10.0,7.0,0.00313440836604,29.0,3.00500011444,1.03999996185,0.0,1.19400000572,0.138000011444,0.520666669916,2.23875001073,2.23875001073,16.1021796247
7,0.6,2.4,10,240,5,0.001,15,40,26,5.0,0.1,15.0,0.5,1.0,10.0,7.0,0.00313666942512,29.0,3.05799984932,1.12199997902,0.0,1.16100001335,0.150000095367,0.539962971652,2.17687502503,2.17687502503,16.1021796247
7,0.6,2.4,10,250,5,0.001,15,40,26,5.0,0.1,15.0,0.5,1.0,10.0,7.0,0.0031362971201,29.0,3.04299998283,1.04999995232,0.0,1.20399999619,0.141000032425,0.52044443731,2.25749999285,2.25749999285,16.1021796247
7,0.6,2.4,10,260,5,0.001,15,40,26,5.0,0.1,15.0,0.5,1.0,10.0,7.0,0.00313661203498,29.0,3.03500008583,1.11199998856,0.0,1.15899991989,0.149000167847,0.530148152952,2.1731248498,2.1731248498,16.1021796247
7,0.6,2.4,10,270,5,0.001,15,40,26,5.0,0.1,15.0,0.5,1.0,10.0,7.0,0.0031374378035,29.0,3.02300000191,1.16700005531,1.0,1.08299994469,0.148999929428,0.508740734171,2.03062489629,2.18812510371,16.1021796247
7,0.6,2.4,10,280,5,0.001,15,40,26,5.0,0.1,15.0,0.5,1.0,10.0,7.0,0.00313794401479,29.0,2.87599992752,1.13400006294,0.0,1.15600013733,0.147000074387,0.534999997528,2.16750025749,2.16750025749,16.1021796247
7,0.6,2.4,10,290,5,0.001,15,40,26,5.0,0.1,15.0,0.5,1.0,10.0,7.0,0.00313924659196,29.0,3.0150001049,1.10699987411,0.0,1.15599989891,0.148000001907,0.534999997528,2.16749981046,2.16749981046,16.1021796247
7,0.6,2.4,10,300,5,0.001,15,40,26,5.0,0.1,15.0,0.5,1.0,10.0,7.0,0.00313987124799,29.0,3.02000021935,1.1099998951,0.0,1.15100002289,0.150000095367,0.533999999364,2.15812504292,2.15812504292,16.1021796247
7,0.6,2.4,10,310,5,0.001,15,40,26,5.0,0.1,15.0,0.5,1.0,10.0,7.0,0.0031406390767,29.0,3.0720000267,1.11800003052,0.0,1.16400003433,0.150000095367,0.536962968332,2.18250006437,2.18250006437,16.1021796247
7,0.6,2.4,10,320,5,0.001,15,40,26,5.0,0.1,15.0,0.5,1.0,10.0,7.0,0.00314100019131,29.0,3.02300000191,1.12700009346,0.0,1.16000008583,0.148000001907,0.535740737562,2.17500016093,2.17500016093,16.1021796247
7,0.6,2.4,10,330,5,0.001,15,40,26,5.0,0.1,15.0,0.5,1.0,10.0,7.0,0.00314104157239,29.0,3.03100013733,1.11199998856,0.0,1.15499997139,0.147000074387,0.533888887476,2.16562494636,2.16562494636,16.1021796247
7,0.6,2.4,10,340,5,0.001,15,40,26,5.0,0.1,15.0,0.5,1.0,10.0,7.0,0.00314204578492,29.0,3.0,1.11500000954,0.0,1.15799999237,0.147000074387,0.534814825764,2.17124998569,2.17124998569,16.1021796247
7,0.6,2.4,10,350,5,0.001,15,40,26,5.0,0.1,15.0,0.5,1.0,10.0,7.0,0.00314220199453,29.0,3.04500007629,1.13000011444,0.0,1.16400003433,0.148000001907,0.535999995691,2.18250006437,2.18250006437,16.1021796247
7,0.6,2.4,10,360,5,0.001,15,40,26,5.0,0.1,15.0,0.5,1.0,10.0,7.0,0.003142650131,29.0,3.02300000191,1.10199999809,0.0,1.15499997139,0.151000022888,0.535111109416,2.16562494636,2.16562494636,16.1021796247
7,0.6,2.4,10,370,5,0.001,15,40,26,5.0,0.1,15.0,0.5,1.0,10.0,7.0,0.00314314360132,29.0,3.01900005341,1.10799980164,0.0,1.14699983597,0.148000001907,0.531000004874,2.15062469244,2.15062469244,16.1021796247
7,0.6,2.4,10,380,5,0.001,15,40,26,5.0,0.1,15.0,0.5,1.0,10.0,7.0,0.0031435695369,29.0,3.02699995041,1.04600000381,0.0,1.15400004387,0.141000032425,0.530518514139,2.16375008225,2.16375008225,16.1021796247
7,0.6,2.4,10,390,5,0.001,15,40,26,5.0,0.1,15.0,0.5,1.0,10.0,7.0,0.0031438597387,29.0,2.99799990654,1.10299992561,0.0,1.14299988747,0.146000146866,0.534259266324,2.143124789,2.143124789,16.1021796247
7,0.6,2.4,10,400,5,0.001,15,40,26,5.0,0.1,15.0,0.5,1.0,10.0,7.0,0.00314411878341,29.0,3.007999897,1.11299991608,0.0,1.15499997139,0.149999856949,0.534333335029,2.16562494636,2.16562494636,16.1021796247
7,0.6,2.4,10,410,5,0.001,15,40,26,5.0,0.1,15.0,0.5,1.0,10.0,7.0,0.00314415069639,29.0,3.02200007439,1.11299991608,0.0,1.15299987793,0.151999950409,0.54048147908,2.16187477112,2.16187477112,16.1021796247
7,0.6,2.4,10,420,5,0.001,15,40,26,5.0,0.1,15.0,0.5,1.0,10.0,7.0,0.00314478749631,29.0,3.04100012779,1.12199997902,0.0,1.16499996185,0.148000001907,0.5384444484,2.18437492847,2.18437492847,16.1021796247
7,0.6,2.4,10,430,5,0.001,15,40,26,5.0,0.1,15.0,0.5,1.0,10.0,7.0,0.00314454560168,29.0,3.01600003242,1.11100006104,0.0,1.14899992943,0.148999929428,0.535555548138,2.15437486768,2.15437486768,16.1021796247
